handSide,targetGrip,targetTrigger,joint,positionX,positionY,positionZ,rotationX,rotationY,rotationZ,rotationW,radius
LEFT,0.20,0.20,MIDDLE_TIP_EXT,0.02720854,-0.03708118,0.08833343,-0.72060549,-0.66248500,0.19032565,0.07498173,0.00690000
LEFT,0.20,0.20,RING_METACARPAL_EXT,-0.04390917,-0.04796737,0.15192814,0.06285264,-0.07431725,-0.63616735,-0.76539046,0.01910000
LEFT,0.20,0.20,RING_PROXIMAL_EXT,-0.04613626,-0.06053984,0.08727303,-0.36250913,-0.14387615,0.67096877,0.63062751,0.01050000
LEFT,0.20,0.20,RING_INTERMEDIATE_EXT,-0.01907828,-0.07124043,0.05908692,-0.60154140,-0.42396796,0.54059225,0.40763152,0.00840000
LEFT,0.20,0.20,RING_DISTAL_EXT,0.00943932,-0.07215744,0.06146896,-0.72247964,-0.60602504,0.30949199,0.12237592,0.00740000
LEFT,0.20,0.20,RING_TIP_EXT,0.01892621,-0.06899858,0.07387027,-0.72247964,-0.60602504,0.30949199,0.12237592,0.00650000
LEFT,0.20,0.20,LITTLE_METACARPAL_EXT,-0.04311378,-0.06058902,0.15435882,0.12959287,-0.11450110,-0.70844597,-0.68425310,0.01850000
LEFT,0.20,0.20,LITTLE_PROXIMAL_EXT,-0.04141909,-0.08196366,0.09517983,-0.35476577,-0.04574562,0.73209912,0.57972610,0.00900000
LEFT,0.20,0.20,LITTLE_INTERMEDIATE_EXT,-0.02420710,-0.09231681,0.07280827,-0.56355113,-0.33654606,0.64972782,0.38340998,0.00750000
LEFT,0.20,0.20,LITTLE_DISTAL_EXT,-0.00626963,-0.09222293,0.07030347,-0.66410673,-0.48527238,0.51843822,0.23387510,0.00670000
LEFT,0.20,0.20,LITTLE_TIP_EXT,0.00427596,-0.09000534,0.07436988,-0.66410673,-0.48527238,0.51843822,0.23387510,0.00650000
LEFT,0.20,0.50,PALM_EXT,-0.04565107,-0.03741336,0.11526015,0.01932646,-0.04799477,-0.62680632,-0.77745748,0.01190000
LEFT,0.20,0.50,WRIST_EXT,-0.04103760,-0.04022312,0.16783792,0.09983390,-0.16548964,0.63179624,0.75065756,0.01190000
LEFT,0.20,0.50,THUMB_METACARPAL_EXT,-0.01939834,-0.01770657,0.14884704,0.18270041,-0.30830872,0.03243195,0.93301505,0.01210000
LEFT,0.20,0.50,THUMB_PROXIMAL_EXT,0.00336885,-0.00312322,0.11881998,0.13405977,0.22986144,0.03900301,-0.96315807,0.01170000
LEFT,0.20,0.50,THUMB_DISTAL_EXT,0.01742671,-0.01210344,0.09090805,0.53515023,0.19363315,0.18861181,-0.80034328,0.01050000
LEFT,0.20,0.50,THUMB_TIP_EXT,0.01968156,-0.03149951,0.08355886,-0.53515023,-0.19363315,-0.18861181,0.80034328,0.00960000
LEFT,0.20,0.50,INDEX_METACARPAL_EXT,-0.03946605,-0.01893651,0.15253395,-0.05274815,-0.00750421,-0.76324719,-0.64390892,0.02100000
LEFT,0.20,0.50,INDEX_PROXIMAL_EXT,-0.04617325,-0.01473635,0.07858291,0.43919146,0.37117606,-0.61098582,-0.54409480,0.01060000
LEFT,0.20,0.50,INDEX_INTERMEDIATE_EXT,-0.00534968,-0.01579350,0.06388336,-0.68453479,-0.69431716,0.19337940,0.10928459,0.00950000
LEFT,0.20,0.50,INDEX_DISTAL_EXT,0.00645854,-0.01242220,0.08943650,-0.62862051,-0.68214822,-0.23416691,-0.29099542,0.00860000
LEFT,0.20,0.50,INDEX_TIP_EXT,-0.00399649,-0.01172090,0.10033867,-0.62862051,-0.68214822,-0.23416691,-0.29099542,0.00770000
LEFT,0.20,0.50,MIDDLE_METACARPAL_EXT,-0.04386280,-0.03421229,0.15055232,0.01932610,-0.04799440,-0.62680638,-0.77745754,0.02140000
LEFT,0.20,0.50,MIDDLE_PROXIMAL_EXT,-0.04743935,-0.04061449,0.07996801,0.41877231,0.32228798,-0.64014983,-0.55764800,0.01130000
LEFT,0.20,0.50,MIDDLE_INTERMEDIATE_EXT,-0.00883148,-0.04296088,0.06093463,-0.62185675,-0.58738953,0.41777819,0.30615646,0.00799000
LEFT,0.20,0.50,MIDDLE_DISTAL_EXT,0.02041801,-0.03930080,0.07635209,-0.69749284,-0.70058978,0.14432733,0.04301989,0.00795000
LEFT,0.20,0.50,MIDDLE_TIP_EXT,0.02538665,-0.03659976,0.09448296,-0.72504288,-0.67203879,0.14593714,0.03719411,0.00690000
LEFT,0.20,0.50,RING_METACARPAL_EXT,-0.04397253,-0.04796141,0.15192102,0.06358364,-0.07357985,-0.63607162,-0.76548022,0.01910000
LEFT,0.20,0.50,RING_PROXIMAL_EXT,-0.04606561,-0.06054562,0.08726373,0.36944690,0.15273225,-0.66856444,-0.62706172,0.01050000
LEFT,0.20,0.50,RING_INTERMEDIATE_EXT,-0.01829848,-0.07104057,0.05970627,-0.61177319,-0.43838155,0.52842450,0.39284363,0.00840000
LEFT,0.20,0.50,RING_DISTAL_EXT,0.01007290,-0.07153761,0.06351072,-0.72611928,-0.61605042,0.28842741,0.10022559,0.00740000
LEFT,0.20,0.50,RING_TIP_EXT,0.01871271,-0.06819510,0.07647043,-0.72611928,-0.61605042,0.28842741,0.10022559,0.00650000
LEFT,0.20,0.50,LITTLE_METACARPAL_EXT,-0.04314108,-0.06058639,0.15435575,0.13010029,-0.11405948,-0.70840400,-0.68427527,0.01850000
LEFT,0.20,0.50,LITTLE_PROXIMAL_EXT,-0.04136408,-0.08196515,0.09518057,-0.35708866,-0.04971209,0.73118055,0.57913381,0.00900000
LEFT,0.20,0.50,LITTLE_INTERMEDIATE_EXT,-0.02393460,-0.09221375,0.07293314,-0.56743950,-0.34302342,0.64551318,0.37903017,0.00750000
LEFT,0.20,0.50,LITTLE_DISTAL_EXT,-0.00595544,-0.09198374,0.07074693,-0.66558683,-0.48738527,0.51515311,0.23252997,0.00670000
LEFT,0.20,0.50,LITTLE_TIP_EXT,0.00455375,-0.08976519,0.07490602,-0.66558683,-0.48738527,0.51515311,0.23252997,0.00650000
LEFT,0.20,0.80,PALM_EXT,-0.04564067,-0.03748810,0.11523741,0.02214392,-0.04657376,-0.62687242,-0.77741545,0.01190000
LEFT,0.20,0.80,WRIST_EXT,-0.04103758,-0.04022312,0.16783798,0.10126570,-0.16719094,0.63156813,0.75028050,0.01190000
LEFT,0.20,0.80,THUMB_METACARPAL_EXT,-0.01925207,-0.01787800,0.14874072,0.18047185,-0.29842478,0.01392816,0.93711317,0.01210000
LEFT,0.20,0.80,THUMB_PROXIMAL_EXT,0.00314442,-0.00387502,0.11816363,0.20769161,0.20479380,0.07615131,-0.95348203,0.01170000
LEFT,0.20,0.80,THUMB_DISTAL_EXT,0.01481471,-0.01776785,0.09117958,0.65324539,0.14349018,0.18949227,-0.71887219,0.01050000
LEFT,0.20,0.80,THUMB_TIP_EXT,0.01395370,-0.03849781,0.08898124,-0.65324539,-0.14349018,-0.18949227,0.71887219,0.00960000
LEFT,0.20,0.80,INDEX_METACARPAL_EXT,-0.03991657,-0.01941317,0.15279910,-0.04781765,-0.00409766,-0.76376903,-0.64370602,0.02100000
LEFT,0.20,0.80,INDEX_PROXIMAL_EXT,-0.04574132,-0.01530027,0.07876840,0.48511350,0.40916452,-0.57912815,-0.51172578,0.01060000
LEFT,0.20,0.80,INDEX_INTERMEDIATE_EXT,-0.00324687,-0.01627845,0.07034001,-0.69962615,-0.71007067,0.07684821,-0.02052361,0.00950000
LEFT,0.20,0.80,INDEX_DISTAL_EXT,-0.00102816,-0.01237643,0.09828746,-0.53333318,-0.60159057,-0.38640368,-0.45204037,0.00860000
LEFT,0.20,0.80,INDEX_TIP_EXT,-0.01548495,-0.01211536,0.10271358,-0.53333318,-0.60159057,-0.38640368,-0.45204037,0.00770000
LEFT,0.20,0.80,MIDDLE_METACARPAL_EXT,-0.04405637,-0.03419453,0.15053083,0.02214412,-0.04657381,-0.62687242,-0.77741557,0.02140000
LEFT,0.20,0.80,MIDDLE_PROXIMAL_EXT,-0.04722499,-0.04078162,0.07994401,0.43993396,0.34811711,-0.62451911,-0.54337037,0.01130000
LEFT,0.20,0.80,MIDDLE_INTERMEDIATE_EXT,-0.00722873,-0.04264748,0.06397027,-0.63964182,-0.61026353,0.38083601,0.27093142,0.00799000
LEFT,0.20,0.80,MIDDLE_DISTAL_EXT,0.01997869,-0.03871471,0.08270305,-0.69888997,-0.70991218,0.08633280,-0.01128925,0.00795000
LEFT,0.20,0.80,MIDDLE_TIP_EXT,0.02196616,-0.03608698,0.10140748,-0.72681302,-0.68129742,0.08581028,-0.01474424,0.00690000
LEFT,0.20,0.80,RING_METACARPAL_EXT,-0.04406979,-0.04795247,0.15191026,0.06471209,-0.07243843,-0.63591093,-0.76562768,0.01910000
LEFT,0.20,0.80,RING_PROXIMAL_EXT,-0.04595589,-0.06055456,0.08725008,0.38001791,0.16625583,-0.66465563,-0.62143523,0.01050000
LEFT,0.20,0.80,RING_INTERMEDIATE_EXT,-0.01713246,-0.07073098,0.06069037,-0.62674791,-0.45982859,0.50902218,0.36965594,0.00840000
LEFT,0.20,0.80,RING_DISTAL_EXT,0.01086296,-0.07059467,0.06665879,-0.73065287,-0.63150817,0.25202164,0.06192097,0.00740000
LEFT,0.20,0.80,RING_TIP_EXT,0.01797560,-0.06696546,0.08044326,-0.73065287,-0.63150817,0.25202164,0.06192097,0.00650000
LEFT,0.20,0.80,LITTLE_METACARPAL_EXT,-0.04320696,-0.06058031,0.15434845,0.13132618,-0.11299776,-0.70829046,-0.68433386,0.01850000
LEFT,0.20,0.80,LITTLE_PROXIMAL_EXT,-0.04123191,-0.08196932,0.09518331,-0.36269435,-0.05928269,0.72887671,0.57765037,0.00900000
LEFT,0.20,0.80,LITTLE_INTERMEDIATE_EXT,-0.02328203,-0.09196609,0.07324582,-0.57668555,-0.35849345,0.63504958,0.36827993,0.00750000
LEFT,0.20,0.80,LITTLE_DISTAL_EXT,-0.00523369,-0.09141266,0.07183611,-0.67220020,-0.50294322,0.49826381,0.21663311,0.00670000
LEFT,0.20,0.80,LITTLE_TIP_EXT,0.00499163,-0.08899438,0.07655394,-0.67220020,-0.50294322,0.49826381,0.21663311,0.00650000
LEFT,0.20,1.00,PALM_EXT,-0.04563474,-0.03753352,0.11522430,0.02385693,-0.04571163,-0.62690961,-0.77738619,0.01190000
LEFT,0.20,1.00,WRIST_EXT,-0.04103760,-0.04022312,0.16783805,0.10215733,-0.16825038,0.63142490,0.75004351,0.01190000
LEFT,0.20,1.00,THUMB_METACARPAL_EXT,-0.01915431,-0.01799268,0.14866966,0.17893511,-0.29174009,0.00155305,0.93961185,0.01210000
LEFT,0.20,1.00,THUMB_PROXIMAL_EXT,0.00297551,-0.00436926,0.11772913,0.25642070,0.18615776,0.09934041,-0.94325429,0.01170000
LEFT,0.20,1.00,THUMB_DISTAL_EXT,0.01273837,-0.02130157,0.09174201,0.72392374,0.10476279,0.18444376,-0.65646291,0.01050000
LEFT,0.20,1.00,THUMB_TIP_EXT,0.01003649,-0.04193813,0.09320408,-0.72392374,-0.10476279,-0.18444376,0.65646291,0.00960000
LEFT,0.20,1.00,INDEX_METACARPAL_EXT,-0.04021781,-0.01973188,0.15297639,-0.04451857,-0.00181950,-0.76410192,-0.64355761,0.02100000
LEFT,0.20,1.00,INDEX_PROXIMAL_EXT,-0.04545179,-0.01567709,0.07889843,0.51430577,0.43331465,-0.55600113,-0.48846164,0.01060000
LEFT,0.20,1.00,INDEX_INTERMEDIATE_EXT,-0.00237155,-0.01656842,0.07476622,-0.69747281,-0.70847452,-0.00214533,-0.10767921,0.00950000
LEFT,0.20,1.00,INDEX_DISTAL_EXT,-0.00677030,-0.01240718,0.10238576,-0.44887459,-0.52653700,-0.47435042,-0.54430336,0.00860000
LEFT,0.20,1.00,INDEX_TIP_EXT,-0.02187715,-0.01257169,0.10174240,-0.44887459,-0.52653700,-0.47435042,-0.54430336,0.00770000
LEFT,0.20,1.00,MIDDLE_METACARPAL_EXT,-0.04417435,-0.03418374,0.15051776,0.02385695,-0.04571158,-0.62690955,-0.77738619,0.02140000
LEFT,0.20,1.00,MIDDLE_PROXIMAL_EXT,-0.04709513,-0.04088324,0.07993084,0.45247492,0.36363339,-0.61454540,-0.53420538,0.01130000
LEFT,0.20,1.00,MIDDLE_INTERMEDIATE_EXT,-0.00637317,-0.04245633,0.06587410,-0.64804155,-0.62146759,0.36076531,0.25233370,0.00799000
LEFT,0.20,1.00,MIDDLE_DISTAL_EXT,0.01961470,-0.03841913,0.08624464,-0.69816786,-0.71261752,0.05817506,-0.03685400,0.00795000
LEFT,0.20,1.00,MIDDLE_TIP_EXT,0.02015992,-0.03586704,0.10505688,-0.72620016,-0.68402958,0.05664932,-0.03915874,0.00690000
LEFT,0.20,1.00,RING_METACARPAL_EXT,-0.04410862,-0.04794896,0.15190600,0.06515698,-0.07199226,-0.63586438,-0.76567042,0.01910000
LEFT,0.20,1.00,RING_PROXIMAL_EXT,-0.04591321,-0.06055844,0.08724499,0.38419825,0.17169179,-0.66307896,-0.61906588,0.01050000
LEFT,0.20,1.00,RING_INTERMEDIATE_EXT,-0.01667601,-0.07059991,0.06109533,-0.63245517,-0.46827197,0.50102508,0.36013767,0.00840000
LEFT,0.20,1.00,RING_DISTAL_EXT,0.01111881,-0.07020807,0.06792361,-0.73170167,-0.63644648,0.23912346,0.04869972,0.00740000
LEFT,0.20,1.00,RING_TIP_EXT,0.01768084,-0.06649452,0.08195651,-0.73170167,-0.63644648,0.23912346,0.04869972,0.00650000
LEFT,0.20,1.00,LITTLE_METACARPAL_EXT,-0.04322001,-0.06057918,0.15434708,0.13158089,-0.11276392,-0.70828438,-0.68433070,0.01850000
LEFT,0.20,1.00,LITTLE_PROXIMAL_EXT,-0.04120214,-0.08196914,0.09518370,-0.36377829,-0.06124691,0.72843862,0.57731706,0.00900000
LEFT,0.20,1.00,LITTLE_INTERMEDIATE_EXT,-0.02314813,-0.09191144,0.07330868,-0.57846957,-0.36162469,0.63291824,0.36608639,0.00750000
LEFT,0.20,1.00,LITTLE_DISTAL_EXT,-0.00508913,-0.09129167,0.07205516,-0.67240876,-0.50247568,0.49793744,0.21782093,0.00670000
LEFT,0.20,1.00,LITTLE_TIP_EXT,0.00514493,-0.08890206,0.07676861,-0.67240876,-0.50247568,0.49793744,0.21782093,0.00650000
LEFT,0.50,0.00,PALM_EXT,-0.04562254,-0.03758389,0.11521055,0.02576707,-0.04473308,-0.62694848,-0.77735090,0.01190000
LEFT,0.50,0.00,WRIST_EXT,-0.04103764,-0.04022318,0.16783801,0.10313389,-0.16941059,0.63126487,0.74978274,0.01190000
LEFT,0.50,0.00,THUMB_METACARPAL_EXT,-0.01962679,-0.01743877,0.14901339,0.18601274,-0.32346192,0.06130340,0.92575151,0.01210000
LEFT,0.50,0.00,THUMB_PROXIMAL_EXT,0.00365039,-0.00192046,0.11985867,0.01845761,0.26153046,-0.02400658,-0.96472114,0.01170000
LEFT,0.50,0.00,THUMB_DISTAL_EXT,0.02008740,-0.00267017,0.09181216,0.32797694,0.24923612,0.16747443,-0.89569390,0.01050000
LEFT,0.50,0.00,THUMB_TIP_EXT,0.02711065,-0.01667011,0.07802889,-0.32797694,-0.24923612,-0.16747443,0.89569390,0.00960000
LEFT,0.50,0.00,INDEX_METACARPAL_EXT,-0.03876226,-0.01819193,0.15211996,-0.06055567,-0.01286456,-0.76238012,-0.64416403,0.02100000
LEFT,0.50,0.00,INDEX_PROXIMAL_EXT,-0.04686195,-0.01384854,0.07831678,0.36173749,0.30749163,-0.65419596,-0.58874929,0.01060000
LEFT,0.50,0.00,INDEX_INTERMEDIATE_EXT,-0.01051528,-0.01487654,0.05442142,-0.61733633,-0.62660730,0.36563560,0.30425787,0.00950000
LEFT,0.50,0.00,INDEX_DISTAL_EXT,0.01315206,-0.01253009,0.06998128,-0.69134700,-0.72169894,0.03424026,-0.00452283,0.00860000
LEFT,0.50,0.00,INDEX_TIP_EXT,0.01376925,-0.01168823,0.08506662,-0.69134700,-0.72169894,0.03424026,-0.00452283,0.00770000
LEFT,0.50,0.00,MIDDLE_METACARPAL_EXT,-0.04430129,-0.03417224,0.15050358,0.02576699,-0.04473307,-0.62694854,-0.77735090,0.02140000
LEFT,0.50,0.00,MIDDLE_PROXIMAL_EXT,-0.04694378,-0.04099554,0.07991752,0.46557578,0.37976256,-0.60356748,-0.52414644,0.01130000
LEFT,0.50,0.00,MIDDLE_INTERMEDIATE_EXT,-0.00555483,-0.04227310,0.06793156,-0.69405180,-0.68402815,0.20528433,0.09088290,0.00799000
LEFT,0.50,0.00,MIDDLE_DISTAL_EXT,0.00806055,-0.03712732,0.09784427,-0.59992385,-0.66421354,-0.26664245,-0.35751557,0.00795000
LEFT,0.50,0.00,MIDDLE_TIP_EXT,-0.00703579,-0.03570765,0.10928093,-0.62609261,-0.63960648,-0.28077334,-0.34652841,0.00690000
LEFT,0.50,0.00,RING_METACARPAL_EXT,-0.04496985,-0.04787022,0.15181006,0.07515055,-0.06186257,-0.63431317,-0.76692575,0.01910000
LEFT,0.50,0.00,RING_PROXIMAL_EXT,-0.04494017,-0.06063914,0.08715516,0.47160780,0.28752327,-0.61825359,-0.55917972,0.01050000
LEFT,0.50,0.00,RING_INTERMEDIATE_EXT,-0.00838811,-0.06758446,0.07140484,-0.71822077,-0.61622036,0.29492727,0.13210785,0.00840000
LEFT,0.50,0.00,RING_DISTAL_EXT,0.00835231,-0.06262577,0.09398758,-0.63351041,-0.65680695,-0.18265021,-0.36593869,0.00740000
LEFT,0.50,0.00,RING_TIP_EXT,-0.00299198,-0.05906188,0.10458848,-0.63351041,-0.65680695,-0.18265021,-0.36593869,0.00650000
LEFT,0.50,0.00,LITTLE_METACARPAL_EXT,-0.04432045,-0.06047863,0.15422451,0.15212479,-0.09473881,-0.70628566,-0.68486983,0.01850000
LEFT,0.50,0.00,LITTLE_PROXIMAL_EXT,-0.03896271,-0.08201766,0.09532404,-0.44958261,-0.21957028,0.67737812,0.53928274,0.00900000
LEFT,0.50,0.00,LITTLE_INTERMEDIATE_EXT,-0.01362878,-0.08763140,0.08036944,-0.68978536,-0.57663733,0.40818304,0.15834890,0.00750000
LEFT,0.50,0.00,LITTLE_DISTAL_EXT,-0.00018296,-0.08308250,0.09148735,-0.65514678,-0.70973879,-0.00140592,-0.25894752,0.00670000
LEFT,0.50,0.00,LITTLE_TIP_EXT,-0.00443783,-0.07919747,0.10146062,-0.65514678,-0.70973879,-0.00140592,-0.25894752,0.00650000
LEFT,0.50,0.20,PALM_EXT,-0.04562156,-0.03759426,0.11520773,0.02616121,-0.04453730,-0.62695628,-0.77734280,0.01190000
LEFT,0.50,0.20,WRIST_EXT,-0.04103752,-0.04022312,0.16783805,0.10334551,-0.16966097,0.63123155,0.74972582,0.01190000
LEFT,0.50,0.20,THUMB_METACARPAL_EXT,-0.01954376,-0.01753592,0.14895305,0.18483441,-0.31800193,0.05082930,0.92850971,0.01210000
LEFT,0.50,0.20,THUMB_PROXIMAL_EXT,0.00355813,-0.00236076,0.11947994,0.06040109,0.25115031,-0.00051498,-0.96606302,0.01170000
LEFT,0.50,0.20,THUMB_DISTAL_EXT,0.01933900,-0.00614715,0.09130245,0.40573868,0.23256925,0.17784782,-0.86582935,0.01050000
LEFT,0.50,0.20,THUMB_TIP_EXT,0.02473043,-0.02253211,0.07956487,-0.40573868,-0.23256925,-0.17784782,0.86582935,0.00960000
LEFT,0.50,0.20,INDEX_METACARPAL_EXT,-0.03901765,-0.01846218,0.15227032,-0.05774085,-0.01092606,-0.76270384,-0.64407581,0.02100000
LEFT,0.50,0.20,INDEX_PROXIMAL_EXT,-0.04661503,-0.01416999,0.07841071,0.39036387,0.33109140,-0.63959551,-0.57351166,0.01060000
LEFT,0.50,0.20,INDEX_INTERMEDIATE_EXT,-0.00839903,-0.01522321,0.05771893,-0.64750713,-0.65692800,0.30572432,0.23604274,0.00950000
LEFT,0.50,0.20,INDEX_DISTAL_EXT,0.01164940,-0.01249731,0.07764217,-0.68174171,-0.72031963,-0.06472717,-0.11037263,0.00860000
LEFT,0.50,0.20,INDEX_TIP_EXT,0.00791049,-0.01163167,0.09226847,-0.68174171,-0.72031963,-0.06472717,-0.11037263,0.00770000
LEFT,0.50,0.20,MIDDLE_METACARPAL_EXT,-0.04432870,-0.03416967,0.15050055,0.02616090,-0.04453694,-0.62695634,-0.77734280,0.02140000
LEFT,0.50,0.20,MIDDLE_PROXIMAL_EXT,-0.04691442,-0.04101896,0.07991493,0.46839368,0.38332871,-0.60110557,-0.52186453,0.01130000
LEFT,0.50,0.20,MIDDLE_INTERMEDIATE_EXT,-0.00539252,-0.04222751,0.06839046,-0.69448650,-0.68480498,0.20224498,0.08849727,0.00799000
LEFT,0.50,0.20,MIDDLE_DISTAL_EXT,0.00798437,-0.03710204,0.09841403,-0.59947079,-0.66342843,-0.26830328,-0.35849032,0.00795000
LEFT,0.50,0.20,MIDDLE_TIP_EXT,-0.00715908,-0.03570020,0.10979043,-0.62560862,-0.63884026,-0.28247198,-0.34743574,0.00690000
LEFT,0.50,0.20,RING_METACARPAL_EXT,-0.04496583,-0.04787058,0.15181057,0.07510325,-0.06191256,-0.63432711,-0.76691484,0.01910000
LEFT,0.50,0.20,RING_PROXIMAL_EXT,-0.04494493,-0.06063884,0.08715552,0.47123221,0.28703365,-0.61850864,-0.55946589,0.01050000
LEFT,0.50,0.20,RING_INTERMEDIATE_EXT,-0.00841707,-0.06759667,0.07135373,-0.71800351,-0.61575234,0.29595327,0.13317199,0.00840000
LEFT,0.50,0.20,RING_DISTAL_EXT,0.00839623,-0.06265163,0.09388652,-0.63525975,-0.65769643,-0.17942671,-0.36288983,0.00740000
LEFT,0.50,0.20,RING_TIP_EXT,-0.00283947,-0.05906665,0.10459539,-0.63525975,-0.65769643,-0.17942671,-0.36288983,0.00650000
LEFT,0.50,0.20,LITTLE_METACARPAL_EXT,-0.04430617,-0.06047976,0.15422614,0.15186225,-0.09496963,-0.70631683,-0.68486452,0.01850000
LEFT,0.50,0.20,LITTLE_PROXIMAL_EXT,-0.03899100,-0.08201706,0.09532109,-0.44857365,-0.21758014,0.67818445,0.53991687,0.00900000
LEFT,0.50,0.20,LITTLE_INTERMEDIATE_EXT,-0.01373124,-0.08768570,0.08025941,-0.68889928,-0.57447487,0.41157347,0.16126686,0.00750000
LEFT,0.50,0.20,LITTLE_DISTAL_EXT,-0.00016493,-0.08316541,0.09124443,-0.65817672,-0.70968205,0.00713582,-0.25121015,0.00670000
LEFT,0.50,0.20,LITTLE_TIP_EXT,-0.00416355,-0.07923996,0.10130751,-0.65817672,-0.70968205,0.00713582,-0.25121015,0.00650000
LEFT,0.50,0.50,PALM_EXT,-0.04561811,-0.03762692,0.11519885,0.02738587,-0.04392234,-0.62697846,-0.77731699,0.01190000
LEFT,0.50,0.50,WRIST_EXT,-0.04103751,-0.04022330,0.16783781,0.10401195,-0.17045510,0.63112074,0.74954599,0.01190000
LEFT,0.50,0.50,THUMB_METACARPAL_EXT,-0.01936492,-0.01774579,0.14882278,0.18220019,-0.30607286,0.02822230,0.93398529,0.01210000
LEFT,0.50,0.50,THUMB_PROXIMAL_EXT,0.00332099,-0.00329584,0.11866996,0.15087107,0.22446930,0.04769910,-0.96155035,0.01170000
LEFT,0.50,0.50,THUMB_DISTAL_EXT,0.01688968,-0.01342654,0.09091023,0.56319767,0.18312842,0.18969925,-0.78312820,0.01050000
LEFT,0.50,0.50,THUMB_TIP_EXT,0.01841586,-0.03328043,0.08468130,-0.56319767,-0.18312842,-0.18969925,0.78312820,0.00960000
LEFT,0.50,0.50,INDEX_METACARPAL_EXT,-0.03956844,-0.01904511,0.15259416,-0.05167158,-0.00674558,-0.76337016,-0.64385903,0.02100000
LEFT,0.50,0.50,INDEX_PROXIMAL_EXT,-0.04608164,-0.01486248,0.07862478,0.44954145,0.37989253,-0.60421383,-0.53714287,0.01060000
LEFT,0.50,0.50,INDEX_INTERMEDIATE_EXT,-0.00480589,-0.01589787,0.06529686,-0.68971014,-0.69966644,0.16797897,0.08095096,0.00950000
LEFT,0.50,0.50,INDEX_DISTAL_EXT,0.00497130,-0.01240081,0.09166649,-0.61103255,-0.66783750,-0.26963487,-0.32853162,0.00860000
LEFT,0.50,0.50,INDEX_TIP_EXT,-0.00664680,-0.01177567,0.10132498,-0.61103255,-0.66783750,-0.26963487,-0.32853162,0.00770000
LEFT,0.50,0.50,MIDDLE_METACARPAL_EXT,-0.04441378,-0.03416198,0.15049084,0.02738584,-0.04392230,-0.62697846,-0.77731699,0.02140000
LEFT,0.50,0.50,MIDDLE_PROXIMAL_EXT,-0.04682245,-0.04109180,0.07990685,0.47701564,0.39428118,-0.59337384,-0.51469290,0.01130000
LEFT,0.50,0.50,MIDDLE_INTERMEDIATE_EXT,-0.00492264,-0.04208851,0.06981948,-0.69678503,-0.68886924,0.18575536,0.07379271,0.00799000
LEFT,0.50,0.50,MIDDLE_DISTAL_EXT,0.00707076,-0.03699595,0.10042748,-0.58987743,-0.65486664,-0.28735411,-0.37499607,0.00795000
LEFT,0.50,0.50,MIDDLE_TIP_EXT,-0.00869581,-0.03574157,0.11094189,-0.61567920,-0.63066995,-0.30216968,-0.36316371,0.00690000
LEFT,0.50,0.50,RING_METACARPAL_EXT,-0.04499492,-0.04786807,0.15180710,0.07543392,-0.06158158,-0.63430029,-0.76693052,0.01910000
LEFT,0.50,0.50,RING_PROXIMAL_EXT,-0.04491333,-0.06064200,0.08715326,0.47398227,0.29092079,-0.61676961,-0.55704796,0.01050000
LEFT,0.50,0.50,RING_INTERMEDIATE_EXT,-0.00819836,-0.06747764,0.07174423,-0.71941000,-0.61957645,0.28808296,0.12483378,0.00840000
LEFT,0.50,0.50,RING_DISTAL_EXT,0.00804916,-0.06241477,0.09466165,-0.62989104,-0.65504849,-0.18960671,-0.37175176,0.00740000
LEFT,0.50,0.50,RING_TIP_EXT,-0.00351449,-0.05891132,0.10504340,-0.62989104,-0.65504849,-0.18960671,-0.37175176,0.00650000
LEFT,0.50,0.50,LITTLE_METACARPAL_EXT,-0.04431702,-0.06047899,0.15422468,0.15208091,-0.09476212,-0.70631045,-0.68484992,0.01850000
LEFT,0.50,0.50,LITTLE_PROXIMAL_EXT,-0.03896448,-0.08201629,0.09532309,-0.44932151,-0.21920238,0.67758840,0.53938496,0.00900000
LEFT,0.50,0.50,LITTLE_INTERMEDIATE_EXT,-0.01364574,-0.08763653,0.08034465,-0.68954223,-0.57624793,0.40890104,0.15896855,0.00750000
LEFT,0.50,0.50,LITTLE_DISTAL_EXT,-0.00017315,-0.08309180,0.09143582,-0.65839237,-0.70954591,0.00620588,-0.25105047,0.00670000
LEFT,0.50,0.50,LITTLE_TIP_EXT,-0.00418245,-0.07918280,0.10150099,-0.65839237,-0.70954591,0.00620588,-0.25105047,0.00650000
LEFT,0.50,0.80,PALM_EXT,-0.04561559,-0.03765088,0.11519271,0.02830582,-0.04345996,-0.62699544,-0.77729648,0.01190000
LEFT,0.50,0.80,WRIST_EXT,-0.04103756,-0.04022294,0.16783804,0.10451635,-0.17105068,0.63103801,0.74940979,0.01190000
LEFT,0.50,0.80,THUMB_METACARPAL_EXT,-0.01925774,-0.01787120,0.14874485,0.18055956,-0.29880762,0.01464192,0.93696338,0.01210000
LEFT,0.50,0.80,THUMB_PROXIMAL_EXT,0.00315361,-0.00384611,0.11818880,0.20486632,0.20582305,0.07477088,-0.95398033,0.01170000
LEFT,0.50,0.80,THUMB_DISTAL_EXT,0.01492680,-0.01755697,0.09115642,0.64895391,0.14560460,0.18964477,-0.72228533,0.01050000
LEFT,0.50,0.80,THUMB_TIP_EXT,0.01417977,-0.03826827,0.08875039,-0.64895391,-0.14560460,-0.18964477,0.72228533,0.00960000
