handSide,targetGrip,targetTrigger,joint,positionX,positionY,positionZ,rotationX,rotationY,rotationZ,rotationW,radius
LEFT,0.80,1.00,LITTLE_METACARPAL_EXT,-0.04498440,-0.06041777,0.15415047,0.16451268,-0.08373954,-0.70487767,-0.68489015,0.01850000
LEFT,0.80,1.00,LITTLE_PROXIMAL_EXT,-0.03760628,-0.08203250,0.09549662,-0.49347794,-0.31187207,0.63571239,0.50506324,0.00900000
LEFT,0.80,1.00,LITTLE_INTERMEDIATE_EXT,-0.00944082,-0.08507943,0.08598009,-0.71359521,-0.65872806,0.23781510,0.01749232,0.00750000
LEFT,0.80,1.00,LITTLE_DISTAL_EXT,-0.00292138,-0.07989299,0.10192154,-0.50676668,-0.63751245,-0.29686761,-0.49863577,0.00670000
LEFT,0.80,1.00,LITTLE_TIP_EXT,-0.01370975,-0.07843173,0.10568176,-0.50676668,-0.63751245,-0.29686761,-0.49863577,0.00650000
LEFT,1.00,0.00,PALM_EXT,-0.04560089,-0.03775829,0.11516678,0.03236059,-0.04141582,-0.62705916,-0.77719903,0.01190000
LEFT,1.00,0.00,WRIST_EXT,-0.04103812,-0.04022300,0.16783796,0.10674974,-0.17369953,0.63066435,0.74880105,0.01190000
LEFT,1.00,0.00,THUMB_METACARPAL_EXT,-0.01915393,-0.01799387,0.14866860,0.17891745,-0.29166949,0.00142804,0.93963736,0.01210000
LEFT,1.00,0.00,THUMB_PROXIMAL_EXT,0.00297295,-0.00437433,0.11772424,0.25690833,0.18596008,0.09956510,-0.94313651,0.01170000
LEFT,1.00,0.00,THUMB_DISTAL_EXT,0.01271537,-0.02133602,0.09174865,0.72459626,0.10435341,0.18436804,-0.65580636,0.01050000
LEFT,1.00,0.00,THUMB_TIP_EXT,0.00999653,-0.04196769,0.09324783,-0.72459626,-0.10435341,-0.18436804,0.65580636,0.00960000
LEFT,1.00,0.00,INDEX_METACARPAL_EXT,-0.03601987,-0.01528972,0.15050593,-0.09120198,-0.03384528,-0.75834376,-0.64455885,0.02100000
LEFT,1.00,0.00,INDEX_PROXIMAL_EXT,-0.04955238,-0.01036352,0.07754022,-0.01978647,-0.02701650,0.73237705,0.68007880,0.01060000
LEFT,1.00,0.00,INDEX_INTERMEDIATE_EXT,-0.04666489,-0.00980741,0.03370860,0.01430230,0.00432557,0.70096087,0.71304649,0.00950000
LEFT,1.00,0.00,INDEX_DISTAL_EXT,-0.04741725,-0.00939620,0.00502586,0.00788163,0.02999269,0.69966203,0.71380347,0.00860000
LEFT,1.00,0.00,INDEX_TIP_EXT,-0.04823148,-0.00986075,-0.01006645,0.00788163,0.02999269,0.69966203,0.71380347,0.00770000
LEFT,1.00,0.00,MIDDLE_METACARPAL_EXT,-0.04475667,-0.03413051,0.15045288,0.03236042,-0.04141589,-0.62705922,-0.77719879,0.02140000
LEFT,1.00,0.00,MIDDLE_PROXIMAL_EXT,-0.04644509,-0.04138601,0.07988068,0.50999933,0.43683255,-0.56078231,-0.48436069,0.01130000
LEFT,1.00,0.00,MIDDLE_INTERMEDIATE_EXT,-0.00354514,-0.04156333,0.07564911,-0.70091254,-0.70795476,0.02061404,-0.08426829,0.00799000
LEFT,1.00,0.00,MIDDLE_DISTAL_EXT,-0.00655299,-0.03666264,0.10841441,-0.39584109,-0.48292366,-0.51706386,-0.58544284,0.00795000
LEFT,1.00,0.00,MIDDLE_TIP_EXT,-0.02506672,-0.03734487,0.10423240,-0.41489995,-0.46665147,-0.54013878,-0.56422395,0.00690000
LEFT,1.00,0.00,RING_METACARPAL_EXT,-0.04567096,-0.04780602,0.15173207,0.08323367,-0.05367109,-0.63307011,-0.76773536,0.01910000
LEFT,1.00,0.00,RING_PROXIMAL_EXT,-0.04415680,-0.06070721,0.08712113,0.53386277,0.37612385,-0.57034683,-0.49822652,0.01050000
LEFT,1.00,0.00,RING_INTERMEDIATE_EXT,-0.00448057,-0.06485844,0.08119056,-0.72533059,-0.67799985,0.09801476,-0.06788595,0.00840000
LEFT,1.00,0.00,RING_DISTAL_EXT,-0.00305233,-0.05826646,0.10886942,-0.40407249,-0.49963474,-0.46927562,-0.60570174,0.00740000
LEFT,1.00,0.00,RING_TIP_EXT,-0.01873567,-0.05793893,0.10609460,-0.40407249,-0.49963474,-0.46927562,-0.60570174,0.00650000
LEFT,1.00,0.00,LITTLE_METACARPAL_EXT,-0.04510161,-0.06040704,0.15413766,0.16668059,-0.08181246,-0.70460850,-0.68487555,0.01850000
LEFT,1.00,0.00,LITTLE_PROXIMAL_EXT,-0.03737047,-0.08203465,0.09553406,-0.50051206,-0.32767972,0.62759715,0.49823582,0.00900000
LEFT,1.00,0.00,LITTLE_INTERMEDIATE_EXT,-0.00884773,-0.08464700,0.08704290,-0.71417719,-0.66889185,0.20610565,-0.00762939,0.00750000
LEFT,1.00,0.00,LITTLE_DISTAL_EXT,-0.00373845,-0.07949388,0.10349205,-0.47040880,-0.61004484,-0.34565976,-0.53580213,0.00670000
LEFT,1.00,0.00,LITTLE_TIP_EXT,-0.01501370,-0.07854533,0.10564445,-0.47040880,-0.61004484,-0.34565976,-0.53580213,0.00650000
LEFT,1.00,0.20,PALM_EXT,-0.04560001,-0.03775841,0.11516677,0.03236186,-0.04141134,-0.62706017,-0.77719873,0.01190000
LEFT,1.00,0.20,WRIST_EXT,-0.04103770,-0.04022330,0.16783796,0.10674714,-0.17370179,0.63066673,0.74879968,0.01190000
LEFT,1.00,0.20,THUMB_METACARPAL_EXT,-0.01915339,-0.01799399,0.14866889,0.17891973,-0.29167363,0.00142950,0.93963611,0.01210000
LEFT,1.00,0.20,THUMB_PROXIMAL_EXT,0.00297374,-0.00437433,0.11772475,0.25690627,0.18596452,0.09956598,-0.94313639,0.01170000
LEFT,1.00,0.20,THUMB_DISTAL_EXT,0.01271642,-0.02133590,0.09174919,0.72459441,0.10435673,0.18437093,-0.65580738,0.01050000
LEFT,1.00,0.20,THUMB_TIP_EXT,0.00999760,-0.04196757,0.09324825,-0.72459441,-0.10435673,-0.18437093,0.65580738,0.00960000
LEFT,1.00,0.20,INDEX_METACARPAL_EXT,-0.03902413,-0.01846904,0.15227395,-0.05781243,-0.01092914,-0.76271689,-0.64405459,0.02100000
LEFT,1.00,0.20,INDEX_PROXIMAL_EXT,-0.04662997,-0.01417053,0.07841554,0.39000612,0.33127400,-0.63971221,-0.57352012,0.01060000
LEFT,1.00,0.20,INDEX_INTERMEDIATE_EXT,-0.00842144,-0.01519269,0.05771047,-0.64703912,-0.65663218,0.30651325,0.23712662,0.00950000
LEFT,1.00,0.20,INDEX_DISTAL_EXT,0.01168385,-0.01247609,0.07757673,-0.68188059,-0.72042972,-0.06391044,-0.10926698,0.00860000
LEFT,1.00,0.20,INDEX_TIP_EXT,0.00798521,-0.01161522,0.09221354,-0.68188059,-0.72042972,-0.06391044,-0.10926698,0.00770000
LEFT,1.00,0.20,MIDDLE_METACARPAL_EXT,-0.04475612,-0.03413075,0.15045290,0.03236186,-0.04141138,-0.62706023,-0.77719867,0.02140000
LEFT,1.00,0.20,MIDDLE_PROXIMAL_EXT,-0.04644390,-0.04138601,0.07988065,0.51000065,0.43683624,-0.56077981,-0.48435929,0.01130000
LEFT,1.00,0.20,MIDDLE_INTERMEDIATE_EXT,-0.00354392,-0.04156321,0.07564947,-0.70091224,-0.70795494,0.02061012,-0.08427040,0.00799000
LEFT,1.00,0.20,MIDDLE_DISTAL_EXT,-0.00655205,-0.03666264,0.10841472,-0.39583954,-0.48292017,-0.51706696,-0.58544421,0.00795000
LEFT,1.00,0.20,MIDDLE_TIP_EXT,-0.02506572,-0.03734487,0.10423255,-0.41489819,-0.46664789,-0.54014182,-0.56422508,0.00690000
LEFT,1.00,0.20,RING_METACARPAL_EXT,-0.04567041,-0.04780632,0.15173203,0.08323494,-0.05366626,-0.63307083,-0.76773524,0.01910000
LEFT,1.00,0.20,RING_PROXIMAL_EXT,-0.04415564,-0.06070721,0.08712104,0.53386402,0.37612805,-0.57034451,-0.49822539,0.01050000
LEFT,1.00,0.20,RING_INTERMEDIATE_EXT,-0.00447934,-0.06485832,0.08119079,-0.72533053,-0.67800105,0.09801013,-0.06788784,0.00840000
LEFT,1.00,0.20,RING_DISTAL_EXT,-0.00305137,-0.05826646,0.10886967,-0.40407106,-0.49963155,-0.46927914,-0.60570323,0.00740000
LEFT,1.00,0.20,RING_TIP_EXT,-0.01873468,-0.05793893,0.10609472,-0.40407106,-0.49963155,-0.46927914,-0.60570323,0.00650000
LEFT,1.00,0.20,LITTLE_METACARPAL_EXT,-0.04510103,-0.06040728,0.15413754,0.16668218,-0.08180764,-0.70460868,-0.68487591,0.01850000
LEFT,1.00,0.20,LITTLE_PROXIMAL_EXT,-0.03736933,-0.08203459,0.09553391,-0.50051343,-0.32768399,0.62759519,0.49823478,0.00900000
LEFT,1.00,0.20,LITTLE_INTERMEDIATE_EXT,-0.00884651,-0.08464682,0.08704296,-0.71417767,-0.66889298,0.20610152,-0.00763116,0.00750000
LEFT,1.00,0.20,LITTLE_DISTAL_EXT,-0.00373738,-0.07949376,0.10349217,-0.47040758,-0.61004275,-0.34566373,-0.53580290,0.00670000
LEFT,1.00,0.20,LITTLE_TIP_EXT,-0.01501266,-0.07854521,0.10564449,-0.47040758,-0.61004275,-0.34566373,-0.53580290,0.00650000
LEFT,1.00,0.50,PALM_EXT,-0.04560000,-0.03775823,0.11516681,0.03236110,-0.04141234,-0.62706041,-0.77719826,0.01190000
LEFT,1.00,0.50,WRIST_EXT,-0.04103761,-0.04022312,0.16783802,0.10674865,-0.17370248,0.63066578,0.74879956,0.01190000
LEFT,1.00,0.50,THUMB_METACARPAL_EXT,-0.01915333,-0.01799387,0.14866892,0.17891985,-0.29167271,0.00142960,0.93963611,0.01210000
LEFT,1.00,0.50,THUMB_PROXIMAL_EXT,0.00297375,-0.00437415,0.11772473,0.25690588,0.18596357,0.09956508,-0.94313669,0.01170000
LEFT,1.00,0.50,THUMB_DISTAL_EXT,0.01271639,-0.02133572,0.09174913,0.72459424,0.10435627,0.18437013,-0.65580744,0.01050000
LEFT,1.00,0.50,THUMB_TIP_EXT,0.00999759,-0.04196733,0.09324822,-0.72459424,-0.10435627,-0.18437013,0.65580744,0.00960000
LEFT,1.00,0.50,INDEX_METACARPAL_EXT,-0.03935418,-0.01881814,0.15246823,-0.05413817,-0.00841074,-0.76311988,-0.64393389,0.02100000
LEFT,1.00,0.50,INDEX_PROXIMAL_EXT,-0.04630500,-0.01458746,0.07854143,0.42618775,0.36098173,-0.61899877,-0.55217779,0.01060000
LEFT,1.00,0.50,INDEX_INTERMEDIATE_EXT,-0.00608701,-0.01561946,0.06221074,-0.67652208,-0.68633848,0.22447553,0.14446706,0.00950000
LEFT,1.00,0.50,INDEX_DISTAL_EXT,0.00815154,-0.01242417,0.08653051,-0.64735860,-0.69681972,-0.18985088,-0.24357498,0.00860000
LEFT,1.00,0.50,INDEX_TIP_EXT,-0.00069836,-0.01165634,0.09876758,-0.64735860,-0.69681972,-0.18985088,-0.24357498,0.00770000
LEFT,1.00,0.50,MIDDLE_METACARPAL_EXT,-0.04475605,-0.03413057,0.15045294,0.03236124,-0.04141219,-0.62706023,-0.77719831,0.02140000
LEFT,1.00,0.50,MIDDLE_PROXIMAL_EXT,-0.04644398,-0.04138589,0.07988068,0.50999987,0.43683606,-0.56078058,-0.48435956,0.01130000
LEFT,1.00,0.50,MIDDLE_INTERMEDIATE_EXT,-0.00354400,-0.04156303,0.07564944,-0.70091218,-0.70795536,0.02061048,-0.08426960,0.00799000
LEFT,1.00,0.50,MIDDLE_DISTAL_EXT,-0.00655208,-0.03666246,0.10841469,-0.39584056,-0.48292103,-0.51706696,-0.58544403,0.00795000
LEFT,1.00,0.50,MIDDLE_TIP_EXT,-0.02506578,-0.03734469,0.10423255,-0.41489929,-0.46664870,-0.54014194,-0.56422490,0.00690000
LEFT,1.00,0.50,RING_METACARPAL_EXT,-0.04567034,-0.04780614,0.15173210,0.08323434,-0.05366684,-0.63307095,-0.76773512,0.01910000
LEFT,1.00,0.50,RING_PROXIMAL_EXT,-0.04415568,-0.06070709,0.08712110,0.53386360,0.37612751,-0.57034451,-0.49822569,0.01050000
LEFT,1.00,0.50,RING_INTERMEDIATE_EXT,-0.00447940,-0.06485814,0.08119079,-0.72533029,-0.67800081,0.09801053,-0.06788688,0.00840000
LEFT,1.00,0.50,RING_DISTAL_EXT,-0.00305138,-0.05826634,0.10886969,-0.40407100,-0.49963254,-0.46927908,-0.60570163,0.00740000
LEFT,1.00,0.50,RING_TIP_EXT,-0.01873470,-0.05793881,0.10609475,-0.40407100,-0.49963254,-0.46927908,-0.60570163,0.00650000
LEFT,1.00,0.50,LITTLE_METACARPAL_EXT,-0.04510096,-0.06040716,0.15413760,0.16668166,-0.08180834,-0.70460916,-0.68487573,0.01850000
LEFT,1.00,0.50,LITTLE_PROXIMAL_EXT,-0.03736936,-0.08203447,0.09553397,-0.50051296,-0.32768351,0.62759537,0.49823502,0.00900000
LEFT,1.00,0.50,LITTLE_INTERMEDIATE_EXT,-0.00884654,-0.08464670,0.08704299,-0.71417749,-0.66889375,0.20610116,-0.00763007,0.00750000
LEFT,1.00,0.50,LITTLE_DISTAL_EXT,-0.00373740,-0.07949370,0.10349220,-0.47040811,-0.61004347,-0.34566355,-0.53580236,0.00670000
LEFT,1.00,0.50,LITTLE_TIP_EXT,-0.01501267,-0.07854521,0.10564455,-0.47040811,-0.61004347,-0.34566355,-0.53580236,0.00650000
LEFT,1.00,0.80,PALM_EXT,-0.04560056,-0.03775787,0.11516690,0.03236011,-0.04141383,-0.62706017,-0.77719837,0.01190000
LEFT,1.00,0.80,WRIST_EXT,-0.04103791,-0.04022282,0.16783810,0.10675018,-0.17370099,0.63066542,0.74880004,0.01190000
LEFT,1.00,0.80,THUMB_METACARPAL_EXT,-0.01915372,-0.01799351,0.14866889,0.17891985,-0.29167086,0.00142921,0.93963695,0.01210000
LEFT,1.00,0.80,THUMB_PROXIMAL_EXT,0.00297322,-0.00437385,0.11772460,0.25690627,0.18596160,0.09956456,-0.94313729,0.01170000
LEFT,1.00,0.80,THUMB_DISTAL_EXT,0.01271575,-0.02133536,0.09174898,0.72459495,0.10435478,0.18436848,-0.65580797,0.01050000
LEFT,1.00,0.80,THUMB_TIP_EXT,0.00999695,-0.04196697,0.09324804,-0.72459495,-0.10435478,-0.18436848,0.65580797,0.00960000
LEFT,1.00,0.80,INDEX_METACARPAL_EXT,-0.04020394,-0.01971650,0.15296805,-0.04467919,-0.00192993,-0.76408666,-0.64356446,0.02100000
LEFT,1.00,0.80,INDEX_PROXIMAL_EXT,-0.04546667,-0.01565886,0.07889226,0.51293188,0.43218887,-0.55714148,-0.48960173,0.01060000
LEFT,1.00,0.80,INDEX_INTERMEDIATE_EXT,-0.00240464,-0.01655424,0.07455337,-0.69780028,-0.70877534,0.00164428,-0.10350522,0.00950000
LEFT,1.00,0.80,INDEX_DISTAL_EXT,-0.00648862,-0.01240367,0.10222426,-0.45326236,-0.53048193,-0.47044167,-0.54021281,0.00860000
LEFT,1.00,0.80,INDEX_TIP_EXT,-0.02160414,-0.01254588,0.10182676,-0.45326236,-0.53048193,-0.47044167,-0.54021281,0.00770000
LEFT,1.00,0.80,MIDDLE_METACARPAL_EXT,-0.04475645,-0.03413028,0.15045305,0.03235973,-0.04141357,-0.62706035,-0.77719837,0.02140000
LEFT,1.00,0.80,MIDDLE_PROXIMAL_EXT,-0.04644466,-0.04138553,0.07988077,0.50999886,0.43683496,-0.56078154,-0.48436067,0.01130000
LEFT,1.00,0.80,MIDDLE_INTERMEDIATE_EXT,-0.00354471,-0.04156268,0.07564935,-0.70091230,-0.70795572,0.02061201,-0.08426824,0.00799000
LEFT,1.00,0.80,MIDDLE_DISTAL_EXT,-0.00655265,-0.03666210,0.10841462,-0.39584157,-0.48292208,-0.51706594,-0.58544302,0.00795000
LEFT,1.00,0.80,MIDDLE_TIP_EXT,-0.02506636,-0.03734434,0.10423255,-0.41490027,-0.46664968,-0.54014075,-0.56422389,0.00690000
LEFT,1.00,0.80,RING_METACARPAL_EXT,-0.04567071,-0.04780579,0.15173218,0.08323278,-0.05366854,-0.63307118,-0.76773489,0.01910000
LEFT,1.00,0.80,RING_PROXIMAL_EXT,-0.04415634,-0.06070673,0.08712119,0.53386265,0.37612647,-0.57034570,-0.49822664,0.01050000
LEFT,1.00,0.80,RING_INTERMEDIATE_EXT,-0.00448009,-0.06485784,0.08119071,-0.72533011,-0.67800087,0.09801283,-0.06788605,0.00840000
LEFT,1.00,0.80,RING_DISTAL_EXT,-0.00305193,-0.05826592,0.10886958,-0.40407255,-0.49963340,-0.46927783,-0.60570127,0.00740000
LEFT,1.00,0.80,RING_TIP_EXT,-0.01873528,-0.05793846,0.10609472,-0.40407255,-0.49963340,-0.46927783,-0.60570127,0.00650000
LEFT,1.00,0.80,LITTLE_METACARPAL_EXT,-0.04510131,-0.06040680,0.15413767,0.16668026,-0.08181001,-0.70460927,-0.68487537,0.01850000
LEFT,1.00,0.80,LITTLE_PROXIMAL_EXT,-0.03736997,-0.08203411,0.09553400,-0.50051147,-0.32768247,0.62759650,0.49823561,0.00900000
LEFT,1.00,0.80,LITTLE_INTERMEDIATE_EXT,-0.00884720,-0.08464634,0.08704290,-0.71417689,-0.66889369,0.20610239,-0.00762831,0.00750000
LEFT,1.00,0.80,LITTLE_DISTAL_EXT,-0.00373798,-0.07949334,0.10349211,-0.47040907,-0.61004430,-0.34566215,-0.53580147,0.00670000
LEFT,1.00,0.80,LITTLE_TIP_EXT,-0.01501325,-0.07854480,0.10564449,-0.47040907,-0.61004430,-0.34566215,-0.53580147,0.00650000
LEFT,1.00,1.00,PALM_EXT,-0.04560019,-0.03775990,0.11516690,0.03235739,-0.04142245,-0.62707716,-0.77718389,0.01190000
LEFT,1.00,1.00,WRIST_EXT,-0.04103674,-0.04022419,0.16783801,0.10675485,-0.17369112,0.63068116,0.74878758,0.01190000
LEFT,1.00,1.00,THUMB_METACARPAL_EXT,-0.01915380,-0.01799411,0.14866829,0.17892125,-0.29166049,0.00145024,0.93963915,0.01210000
LEFT,1.00,1.00,THUMB_PROXIMAL_EXT,0.00297212,-0.00437373,0.11772361,0.25690746,0.18596154,0.09954094,-0.94313860,0.01170000
LEFT,1.00,1.00,THUMB_DISTAL_EXT,0.01271508,-0.02133512,0.09174803,0.72459674,0.10436781,0.18434833,-0.65580863,0.01050000
LEFT,1.00,1.00,THUMB_TIP_EXT,0.00999723,-0.04196692,0.09324738,-0.72459674,-0.10436781,-0.18434833,0.65580863,0.00960000
LEFT,1.00,1.00,INDEX_METACARPAL_EXT,-0.04022114,-0.01973623,0.15297790,-0.04448866,-0.00180729,-0.76411903,-0.64353913,0.02100000
LEFT,1.00,1.00,INDEX_PROXIMAL_EXT,-0.04545068,-0.01568305,0.07889953,0.51457924,0.43355489,-0.55577952,-0.48821050,0.01060000
LEFT,1.00,1.00,INDEX_INTERMEDIATE_EXT,-0.00236679,-0.01657146,0.07480985,-0.69738472,-0.70842499,-0.00292866,-0.10854542,0.00950000
LEFT,1.00,1.00,INDEX_DISTAL_EXT,-0.00683079,-0.01240808,0.10241830,-0.44794321,-0.52572477,-0.47516909,-0.54513913,0.00860000
LEFT,1.00,1.00,INDEX_TIP_EXT,-0.02193530,-0.01257795,0.10172388,-0.44794321,-0.52572477,-0.47516909,-0.54513913,0.00770000
LEFT,1.00,1.00,MIDDLE_METACARPAL_EXT,-0.04475554,-0.03413194,0.15045296,0.03235764,-0.04142284,-0.62707716,-0.77718383,0.02140000
LEFT,1.00,1.00,MIDDLE_PROXIMAL_EXT,-0.04644481,-0.04138786,0.07988083,0.50996673,0.43681294,-0.56081951,-0.48436818,0.01130000
LEFT,1.00,1.00,MIDDLE_INTERMEDIATE_EXT,-0.00354528,-0.04156363,0.07564500,-0.70090646,-0.70797068,0.02075471,-0.08413751,0.00799000
LEFT,1.00,1.00,MIDDLE_DISTAL_EXT,-0.00654052,-0.03666246,0.10841134,-0.39602876,-0.48312241,-0.51691139,-0.58528501,0.00795000
LEFT,1.00,1.00,MIDDLE_TIP_EXT,-0.02505717,-0.03734398,0.10424232,-0.41509530,-0.46684244,-0.53998005,-0.56407237,0.00690000
LEFT,1.00,1.00,RING_METACARPAL_EXT,-0.04566881,-0.04780757,0.15173230,0.08322728,-0.05368196,-0.63308942,-0.76771927,0.01910000
LEFT,1.00,1.00,RING_PROXIMAL_EXT,-0.04415596,-0.06070900,0.08712140,0.53380352,0.37605944,-0.57040691,-0.49826920,0.01050000
LEFT,1.00,1.00,RING_INTERMEDIATE_EXT,-0.00448108,-0.06486082,0.08118182,-0.72533244,-0.67798901,0.09819237,-0.06771749,0.00840000
LEFT,1.00,1.00,RING_DISTAL_EXT,-0.00303894,-0.05826902,0.10886002,-0.40430710,-0.49984413,-0.46907344,-0.60552931,0.00740000
LEFT,1.00,1.00,RING_TIP_EXT,-0.01872447,-0.05793905,0.10609791,-0.40430710,-0.49984413,-0.46907344,-0.60552931,0.00650000
LEFT,1.00,1.00,LITTLE_METACARPAL_EXT,-0.04509871,-0.06040859,0.15413795,0.16666779,-0.08182612,-0.70462644,-0.68485826,0.01850000
LEFT,1.00,1.00,LITTLE_PROXIMAL_EXT,-0.03736934,-0.08203608,0.09553412,-0.50046021,-0.32758996,0.62766290,0.49826401,0.00900000
LEFT,1.00,1.00,LITTLE_INTERMEDIATE_EXT,-0.00884863,-0.08464980,0.08703631,-0.71416014,-0.66884899,0.20630735,-0.00747823,0.00750000
LEFT,1.00,1.00,LITTLE_DISTAL_EXT,-0.00373064,-0.07949609,0.10348260,-0.47062612,-0.61024058,-0.34537363,-0.53557158,0.00670000
LEFT,1.00,1.00,LITTLE_TIP_EXT,-0.01500369,-0.07854486,0.10564524,-0.47062612,-0.61024058,-0.34537363,-0.53557158,0.00650000
RIGHT,0.00,0.00,PALM_EXT,0.04587740,-0.03699905,0.11540297,0.00283227,0.05650427,0.63479573,-0.77060604,0.01190000
RIGHT,0.00,0.00,WRIST_EXT,0.04103771,-0.04022288,0.16783795,0.09348974,0.15795271,-0.63275939,0.75228059,0.01190000
RIGHT,0.00,0.00,THUMB_METACARPAL_EXT,0.01963076,-0.01743400,0.14901614,-0.18606600,-0.32371581,0.06179352,-0.92561835,0.01210000
RIGHT,0.00,0.00,THUMB_PROXIMAL_EXT,-0.00365435,-0.00189954,0.11987638,-0.01650165,0.26198298,-0.02512028,0.96460438,0.01170000
RIGHT,0.00,0.00,THUMB_DISTAL_EXT,-0.02011593,-0.00250673,0.09184086,-0.32428676,0.24991217,0.16692199,0.89694995,0.01050000
RIGHT,0.00,0.00,THUMB_TIP_EXT,-0.02721084,-0.01638478,0.07797131,-0.32428676,0.24991217,0.16692199,0.89694995,0.00960000
RIGHT,0.00,0.00,INDEX_METACARPAL_EXT,0.03875037,-0.01817900,0.15211287,-0.05872490,0.01658456,0.71727288,-0.69411486,0.02100000
RIGHT,0.00,0.00,INDEX_PROXIMAL_EXT,0.04672815,-0.01388520,0.07829362,-0.36780226,0.30923194,-0.65166605,0.58687973,0.01060000
RIGHT,0.00,0.00,INDEX_INTERMEDIATE_EXT,0.01007669,-0.01513314,0.05487579,-0.62524092,0.63324177,-0.35307190,0.28882220,0.00950000
RIGHT,0.00,0.00,INDEX_DISTAL_EXT,-0.01286860,-0.01268899,0.07146996,-0.69098228,0.72224754,-0.01615553,-0.02530422,0.00860000
RIGHT,0.00,0.00,INDEX_TIP_EXT,-0.01265349,-0.01180732,0.08656406,-0.69098228,0.72224754,-0.01615553,-0.02530422,0.00770000
RIGHT,0.00,0.00,MIDDLE_METACARPAL_EXT,0.04291502,-0.03429878,0.15065792,0.00283219,0.05650432,0.63479573,-0.77060610,0.02140000
RIGHT,0.00,0.00,MIDDLE_PROXIMAL_EXT,0.04883978,-0.03969932,0.08014804,-0.30945903,0.20129895,-0.70124859,0.60988873,0.01130000
RIGHT,0.00,0.00,MIDDLE_INTERMEDIATE_EXT,0.01954518,-0.04380107,0.04878974,-0.43905288,0.37889129,-0.62486094,0.52270716,0.00799000
RIGHT,0.00,0.00,MIDDLE_DISTAL_EXT,-0.01188430,-0.04331815,0.03790015,-0.52902693,0.46667284,-0.54833001,0.44908917,0.00795000
RIGHT,0.00,0.00,MIDDLE_TIP_EXT,-0.03086372,-0.04262269,0.03781101,-0.50987542,0.48752445,-0.52986842,0.47072965,0.00690000
RIGHT,0.00,0.00,RING_METACARPAL_EXT,0.04284295,-0.04806447,0.15204689,0.04565692,0.09166083,0.66572863,-0.73913395,0.01910000
RIGHT,0.00,0.00,RING_PROXIMAL_EXT,0.04776655,-0.06055558,0.08752540,-0.24155451,0.01750809,-0.71830279,0.65221578,0.01050000
RIGHT,0.00,0.00,RING_INTERMEDIATE_EXT,0.03274339,-0.07233256,0.05167153,-0.39483860,0.19424772,-0.69260460,0.57154930,0.00840000
RIGHT,0.00,0.00,RING_DISTAL_EXT,0.01066212,-0.07756633,0.03407666,-0.50542575,0.31618425,-0.63826615,0.48701921,0.00740000
RIGHT,0.00,0.00,RING_TIP_EXT,-0.00452206,-0.07897907,0.02947053,-0.50542575,0.31618425,-0.63826615,0.48701921,0.00650000
RIGHT,0.00,0.00,LITTLE_METACARPAL_EXT,0.04195228,-0.06069493,0.15448818,0.10936633,0.12519801,0.74850804,-0.64195055,0.01850000
RIGHT,0.00,0.00,LITTLE_PROXIMAL_EXT,0.04176462,-0.08133030,0.09502354,-0.24363774,-0.08382729,-0.77442479,0.57782322,0.00900000
RIGHT,0.00,0.00,LITTLE_INTERMEDIATE_EXT,0.03330046,-0.09374499,0.06885320,-0.36773974,0.09052795,-0.77354205,0.50813860,0.00750000
RIGHT,0.00,0.00,LITTLE_DISTAL_EXT,0.02128045,-0.09799469,0.05588353,-0.41076106,0.07183818,-0.75062633,0.51251817,0.00670000
RIGHT,0.00,0.00,LITTLE_TIP_EXT,0.01332968,-0.10160208,0.04837117,-0.41076106,0.07183818,-0.75062633,0.51251817,0.00650000
RIGHT,0.00,0.20,PALM_EXT,0.04564925,-0.03710878,0.11536956,0.00736500,0.05367888,0.63497519,-0.77063107,0.01190000
RIGHT,0.00,0.20,WRIST_EXT,0.04103782,-0.04022330,0.16783798,-0.09428750,-0.15889584,0.63264644,-0.75208020,0.01190000
RIGHT,0.00,0.20,THUMB_METACARPAL_EXT,0.01956482,-0.01751179,0.14896816,-0.18513177,-0.31937566,0.05345618,-0.92783040,0.01210000
RIGHT,0.00,0.20,THUMB_PROXIMAL_EXT,-0.00358209,-0.00225091,0.11957479,-0.04987481,0.25387639,-0.00634568,0.96592993,0.01170000
RIGHT,0.00,0.20,THUMB_DISTAL_EXT,-0.01955060,-0.00527918,0.09141135,-0.38646835,0.23714475,0.17553298,0.87383884,0.01050000
RIGHT,0.00,0.20,THUMB_TIP_EXT,-0.02536696,-0.02110803,0.07912642,-0.38646835,0.23714475,0.17553298,0.87383884,0.00960000
RIGHT,0.00,0.20,INDEX_METACARPAL_EXT,0.03895389,-0.01839459,0.15223259,-0.05762414,0.01535104,0.71757704,-0.69392276,0.02100000
RIGHT,0.00,0.20,INDEX_PROXIMAL_EXT,0.04668901,-0.01408529,0.07838827,-0.38242945,0.32495049,-0.64145100,0.58025593,0.01060000
RIGHT,0.00,0.20,INDEX_INTERMEDIATE_EXT,0.00895957,-0.01525646,0.05680835,-0.64411879,0.64786708,-0.31934771,0.25178909,0.00950000
RIGHT,0.00,0.20,INDEX_DISTAL_EXT,-0.01199102,-0.01271653,0.07581609,-0.68697298,0.71958184,0.04308026,-0.09173494,0.00860000
RIGHT,0.00,0.20,INDEX_TIP_EXT,-0.00909963,-0.01174819,0.09062690,-0.68697298,0.71958184,0.04308026,-0.09173494,0.00770000
